,price_clp,price_uf,price_usd,comuna,ubicacion,dorms,baths,built_area,total_area,parking
4487,871955000,24500,1085872,Vitacura,GerónimodeAlderete/LasHualtatas,4,4.0,200.0,400.0,2
4488,150000000,4215,186800,LoPrado,Laspetuniaslopradometrolasrejas,2,1.0,130.0,170.0,2
4489,128124000,3600,159557,Buin,NormaTapiaQuiñoñes175LT2-16,3,2.0,75.0,160.0,2
4490,1601550000,45000,1994458,LasCondes,Caminolafuente,4,4.0,650.0,2500.0,6
4491,291838000,8200,363435,SanMiguel,TerceraTransversal/GranAvenida,6,2.0,130.0,400.0,0
4492,95000000,2669,118306,Cerrillos,Villaarboledaii,3,1.0,85.0,110.0,1
4493,266925000,7500,332410,Paine,Chada/lasvertientes,4,2.0,100.0,5100.0,0
4494,175000000,4917,217933,LasCondes,pehuenches8884,3,1.0,75.0,160.0,0
4495,75000000,2107,93400,PuenteAlto,Donmateopuentealto,3,1.0,100.0,200.0,1
4496,640620000,18000,797783,Pirque,CircunvalaciónMáximoValdésFontecilla,3,5.0,290.0,5040.0,2
4497,65000000,1826,80946,SanBernardo,AvPortales/Elsatelite,3,1.0,47.0,75.0,1
4498,605030000,17000,753462,Colina,Crespones47,4,4.0,235.0,636.0,0
4499,1245650000,35000,1551245,LasCondes,Quinchamali/Lascondes,5,4.0,590.0,1100.0,4
4500,75000000,2107,93400,SanBernardo,bravodesaravia,3,2.0,120.0,120.0,0
4501,75000000,2107,93400,PuenteAlto,Ernestoalvearpuentealto,4,2.0,100.0,100.0,0
4502,460000000,12925,572852,LasCondes,IsabelLaCatolica/FranciscoBilbao,4,3.0,125.0,250.0,3
4503,355544100,9990,442770,LasCondes,AlonsodeCamargo/CuartoCentenario,4,3.0,95.0,200.0,3
4504,120000000,3372,149440,Quilicura,lastorresnorte158quilicura,3,3.0,85.0,85.0,1
4505,996520000,28000,1240996,LoBarnechea,LosTrapenses/LoBarnechea,4,4.0,290.0,800.0,2
4506,145000000,4074,180573,Buin,SergioBadillaArenas,3,2.0,66.0,189.0,3
4507,82000000,2304,102117,PuenteAlto,Alfonsoleng613,5,2.0,80.0,140.0,1
4508,373695000,10500,465374,SanMiguel,Paradero17avdasantarosa,3,3.0,169.0,714.0,0
4509,960574100,26990,1196232,LasCondes,Dominicosantiguoespectacularcasaencondominionueva!,5,5.0,270.0,538.0,3
4510,487583000,13700,607202,Colina,JoseRabat,3,3.0,140.0,500.0,2
4511,125000000,3512,155666,PuenteAlto,Puentealto,3,2.0,102.0,198.0,1
4512,75000000,2107,93400,LoEspejo,Pasaje426452,4,3.0,120.0,162.0,2
4513,72000000,2023,89664,SanBernardo,Machalí1229,2,1.0,62.0,82.0,1
4514,62000000,1742,77210,CerroNavia,GeneralCarrera1656villaLosLagos,2,1.0,57.0,134.0,1
4515,476906000,13400,593905,Peñalolén,JoseArrieta10100,4,3.0,240.0,900.0,3
4516,649000000,18235,808219,Peñalolén,Casa5dormitorios,5,5.0,200.0,650.0,0
4517,256212410,7199,319069,Santiago,Noespecifica,7,2.0,203.0,203.0,0
4518,220658000,6200,274792,SanBernardo,AvenidadelManantial18516,3,3.0,122.0,244.0,2
4519,456690880,12832,568731,EstaciónCentral,AvenidaEcuador/BlancoGarcés,8,5.0,311.0,572.0,0
4520,165000000,4636,205479,SanJoaquín,angol60sanJoaquín,3,2.0,110.0,250.0,2
4521,108371550,3045,134958,LaReina,TalinayconDiputadaLauraRodriguez,3,1.0,76.0,135.0,1
4522,54000000,1517,67248,PuenteAlto,jericó2803ouente,5,1.0,65.0,90.0,1
4523,75000000,2107,93400,LoEspejo,loespejo,3,1.0,90.0,105.0,2
4524,180000000,5058,224159,LasCondes,nevadodepiuquenes8999,2,1.0,40.0,160.0,1
4525,185000000,5198,230386,Independencia,maruri326,9,2.0,217.0,217.0,0
4526,162000000,4552,201743,LasCondes,sierranevada761,5,1.0,100.0,160.0,2
4527,533850000,15000,664819,Lampa,santasara1801,4,4.0,411.0,5000.0,3
4528,50000000,1405,62267,LaFlorida,Recaladaoriente,3,1.0,90.0,159.0,1
4529,459111000,12900,571745,LasCondes,PadreErrazuriz,4,3.0,140.0,230.0,2
4530,120000000,3372,149440,Lampa,selvaoscura165lampa,4,1.0,75.0,400.0,3
4531,92000000,2585,114570,PuenteAlto,valledelsaladopuentealto,3,1.0,70.0,100.0,1
4532,90000000,2529,112080,Quilicura,tanahlot267,4,2.0,67.0,78.0,1
4533,151755760,4264,188986,PuenteAlto,Terrandina,3,2.0,77.0,136.0,1
4534,60000000,1686,74720,PuenteAlto,AvenidaMexico/VolcánLicanbur,2,1.0,46.0,60.0,1
4535,462670000,13000,576177,Colina,Chamisero/DeLosSagradosCorazones,4,3.0,186.0,471.0,0
4536,179017700,5030,222936,LaFlorida,Paicaví,3,3.0,99.0,137.0,1
4537,150000000,4215,186800,PuenteAlto,SenderoLaHuellaPoniente,3,3.0,82.0,120.0,0
4538,118000000,3316,146949,EstaciónCentral,Noespecifica,3,1.0,74.0,170.0,1
4539,205000000,5760,255293,LasCondes,santazita9304,3,1.0,67.0,306.0,3
4540,1010756000,28400,1258725,LoBarnechea,CaminodelMaillín3.300,5,5.0,357.0,1190.0,2
4541,152147250,4275,189474,SanBernardo,LasVeronicas/PasajeSauceChileno,3,3.0,81.0,153.0,0
4542,68000000,1911,84682,LaPintana,Reydonfelipelapintana,2,1.0,100.0,126.0,0
4543,249130000,7000,310249,Colina,ParqueBrisasNorte,3,3.0,114.0,402.0,2
4544,1921860000,54000,2393350,LasCondes,CaminoSanAntonio,5,6.0,840.0,2300.0,6
4545,75000000,2107,93400,PuenteAlto,laviña,4,2.0,100.0,120.0,2
4546,145000000,4074,180573,LaFlorida,PsajeOrongo/CalleManutara,4,2.0,95.0,120.0,0
4547,49826000,1400,62050,Colina,Callelosríos,2,1.0,5749.0,9935.0,0
4548,248774100,6990,309806,Ñuñoa,5470,3,2.0,180.0,180.0,2
4549,138801000,3900,172853,Quilicura,figueras023,3,3.0,78.0,121.0,2
4550,1388010000,39000,1728531,LoBarnechea,Golflomasdeladehesa,5,5.0,400.0,1200.0,6
4551,105000000,2950,130760,Pudahuel,Latepapudahuelsantiago,3,2.0,100.0,75.0,2
4552,1060582000,29800,1320775,LasCondes,LasTortolas,6,6.0,350.0,1300.0,2
4553,491142000,13800,611634,Colina,Chicureo/PiedraRoja,3,3.0,140.0,500.0,2
4554,87000000,2445,108344,Pudahuel,Lican7423,2,1.0,53.0,125.0,2
4555,516055000,14500,642659,Providencia,Granoportunidad...!!!sevendecasaresidencialenprovidencia,3,2.0,140.0,330.0,2
4556,85000000,2388,105853,Lampa,Caciquecolin,6,3.0,160.0,250.0,1
4557,260000000,7305,323786,SanMiguel,Tannenbaum/petersburgo,7,3.0,200.0,202.0,3
4558,195000000,5479,242839,SanJoaquín,Loncoche6140,6,5.0,170.0,259.0,3
4559,78689490,2211,97994,PuenteAlto,ClaudioArrau3700,2,1.0,56.0,58.0,2
4560,157272210,4419,195856,Lampa,Acevedo,3,3.0,81.0,500.0,2
4561,70112300,1970,87313,PuenteAlto,Lasninfas,3,2.0,65.0,75.0,1
4562,177950000,5000,221606,SanBernardo,AbrahamPradoMarín,4,2.0,98.0,300.0,3
4563,77906510,2189,97019,PuenteAlto,LasAvestruces,2,1.0,70.0,100.0,3
4564,175000000,4917,217933,Independencia,Maruri344,9,2.0,217.0,217.0,0
4565,199304000,5600,248199,PuenteAlto,Holanda035,4,2.0,116.0,318.0,5
4566,180000000,5058,224159,LaCisterna,echeverria/victoria,4,2.0,80.0,320.0,0
4567,160000000,4496,199253,PuenteAlto,losfrailes,3,3.0,89.0,104.0,1
4568,97000000,2725,120797,LaGranja,lagranja,3,2.0,90.0,110.0,1
4569,785862790,22081,978659,Providencia,AvSalvador/Providencia,10,6.0,487.0,509.0,2
4570,533850000,15000,664819,Vitacura,Noespecifica,4,3.0,96.0,230.0,2
4571,426724100,11990,531412,LoBarnechea,Avdalascondes/sanjosedelasierra/escrivadebalaguer,4,3.0,165.0,170.0,1
4572,129191700,3630,160886,Maipú,lasnacionesesquinaunosur,5,2.0,104.0,154.0,2
4573,540000000,15173,672478,Independencia,maruri344,27,6.0,651.0,651.0,0
4574,233114500,6550,290304,LaFlorida,calleMariaCristina6679,4,3.0,117.0,138.0,2
4575,455552000,12800,567313,SanBernardo,Loherrera,5,4.0,138.0,836.0,3
4576,932458000,26200,1161218,LoBarnechea,CaminoLosRefugios-LomasSuaves/ElArrayán-LoBarnechea,4,3.0,220.0,8000.0,0
4577,256248000,7200,319113,Peñaflor,Miraflores1337,4,3.0,120.0,380.0,2
4578,2847200000,80000,3545704,LasCondes,MiradordeSanDamian,5,6.0,650.0,2250.0,6
4579,140000000,3934,174346,Peñalolén,Noespecifica,7,2.0,180.0,234.0,2
4580,622825000,17500,775623,Colina,AvenidaSergiocorrea11000,5,4.0,185.0,590.0,0
4581,240000000,6743,298879,Santiago,HéctorBarrueto522,5,4.0,260.0,190.0,1
4582,675854100,18990,841661,LoBarnechea,LagunadeloBarnechea,6,5.0,234.0,603.0,2
4583,1028551000,28900,1280885,LoBarnechea,BernardoLarrainCotapos/PedroLiraUrquieta,4,6.0,500.0,1400.0,0
4584,145000000,4074,180573,Recoleta,UruguayYC58042/SanJosé,4,2.0,116.0,240.0,0
4585,87000000,2445,108344,PadreHurtado,AntoniGaudí1992,4,2.0,75.0,85.0,1
4586,185000000,5198,230386,PuenteAlto,protectoradelainfancia,4,3.0,136.0,160.0,1
4587,230000000,6462,286426,Peñalolén,MetroGrecia8minutoscaminando,4,2.0,129.0,325.0,2
4588,190000000,5339,236613,Peñalolén,Cuencas,3,3.0,90.0,190.0,2
4589,89000000,2501,110834,SanRamón,bolivia,3,1.0,84.0,162.5,2
4590,355900000,10000,443213,Peñalolén,-condominiocasagrande-antupirén,5,4.0,180.0,426.0,4
4591,167000000,4692,207970,PuenteAlto,LosDiáconos3190,3,3.0,95.0,136.0,2
4592,272619400,7660,339501,LaFlorida,Entreavenidalafloridayaraucania,3,2.0,110.0,307.0,0
4593,85000000,2388,105853,PuenteAlto,estacionquepepuentealto,4,2.0,100.0,100.0,0
4594,140000000,3934,174346,SanMiguel,Angamos5790,3,2.0,150.0,330.0,0
4595,175000000,4917,217933,EstaciónCentral,Portóseguro4702,5,2.0,160.0,80.0,0
4596,45000000,1264,56040,Renca,Topocalma5808,2,1.0,30.0,100.0,2
4597,480465000,13500,598337,LasCondes,Alonsodecamargoconmanquehue,5,3.0,300.0,600.0,3
4598,84000000,2360,104608,PuenteAlto,NemesioVicuña,3,1.0,61.0,81.0,1
4599,137021500,3850,170637,Colina,BarrioPortezuelo,3,2.0,80.0,80.0,0
4600,99000000,2782,123288,LoBarnechea,LaErmitadeSanAntonio,5,2.0,60.0,80.0,1
4601,170000000,4777,211706,LaCisterna,salas9090,6,5.0,176.0,210.0,2
4602,80000000,2248,99626,PedroAguirreCerda,Av.ClotarioBlestYC62392/Av.LoOvalle,3,1.0,80.0,86.0,0
4603,95000000,2669,118306,PedroAguirreCerda,AvDepartamentalconClotarioBlest,3,1.0,91.0,128.0,0
4604,209981000,5900,261496,PedroAguirreCerda,PedroAguirreCerda,5,4.0,270.0,198.0,2
4605,250000000,7024,311333,LasCondes,rioguadiana8936,7,2.0,152.0,170.0,1
4606,166917100,4690,207867,PadreHurtado,Noespecifica,3,3.0,77.0,136.0,2
4607,800775000,22500,997229,LoBarnechea,CalleParque/AvLaDehesa,5,3.0,203.0,603.0,2
4608,790000000,22197,983811,SanMiguel,CoyhaiqueCasiEsquinaSanIgnacio,3,1.0,112.0,660.0,2
4609,151257500,4250,188366,Maipú,Casade2pisoscon4d+2b+estc.Cercaacalleprincipal,4,2.0,130.0,120.0,0
4610,145919000,4100,181717,PuenteAlto,CiudaddelEste-ElBauble,3,2.0,88.0,198.0,2
4611,160000000,4496,199253,Ñuñoa,estadionacional,3,1.0,75.0,100.0,2
4612,480465000,13500,598337,Vitacura,BlaiseCendrars,3,2.0,120.0,350.0,2
4613,149122100,4190,185706,EstaciónCentral,AngelBustamante,7,2.0,161.0,183.0,3
4614,711444100,19990,885983,Peñalolén,Peñalolén,3,2.0,200.0,245.0,6
4615,523173000,14700,651523,LasCondes,Federicogarcialorca7097,4,2.0,136.0,308.0,4
4616,480000000,13487,597758,EstaciónCentral,Paraguay4200-4500,2,2.0,138.0,352.0,4
4617,100000000,2810,124533,Maipú,libertadordechile2716,3,2.0,132.0,132.0,0
4618,108000000,3035,134496,Maipú,ReneOlivaresBecerra/CondominioResidencial,3,2.0,70.0,80.0,0
4619,74500000,2093,92777,SanBernardo,WafoconGeneralUrrutia,3,1.0,65.0,80.0,2
4620,70000000,1967,87173,LaFlorida,SanJosedeLaEstrella,3,1.0,120.0,140.0,1
4621,153037000,4300,190582,PuenteAlto,3D3B2ETerrandina/Av.Tobalaba,3,3.0,88.0,144.0,3
4622,187915200,5280,234016,Maipú,SilvaCarvallo,4,3.0,118.0,191.0,3
4623,140616090,3951,175113,Maipú,SalardeHuasco,3,3.0,75.0,97.0,1
4624,658415000,18500,819944,Colina,AvenidaChicureo,5,5.0,245.0,745.0,2
4625,139000000,3906,173101,CerroNavia,HipólitoSalas1430,7,5.0,204.0,204.0,2
4626,179729500,5050,223823,Peñaflor,Condominiovallesdepeñaflor,3,3.0,120.0,250.0,0
4627,124565000,3500,155125,LaFlorida,LaFlorida,3,1.0,90.0,120.0,1
4628,150000000,4215,186800,QuintaNormal,SalvadorGutiérrez&Neptuno,1,1.0,40.0,250.0,6
4629,444875000,12500,554016,Peñalolén,Peñalolén,6,4.0,298.0,164.0,2
4630,171000000,4805,212951,PuenteAlto,Parquecordillera/Lasvioletas,3,2.0,73.0,168.0,1
4631,60000000,1686,74720,PuenteAlto,GabrielaPoniente/CalleCreta,2,1.0,72.0,102.0,0
4632,85000000,2388,105853,PuenteAlto,ariespuentealto,3,2.0,80.0,120.0,1
4633,871955000,24500,1085872,Vitacura,Dr.AlfredoAlmeyda6200,4,3.0,260.0,500.0,3
4634,100000000,2810,124533,PuenteAlto,PuenteAlto,2,1.0,65.0,120.0,2
4635,120000000,3372,149440,PuenteAlto,PuenteAlto,4,2.0,120.0,140.0,1
4636,150000000,4215,186800,Peñalolén,SantaMaría//SanPedro,3,1.0,77.0,162.0,0
4637,263366000,7400,327978,SanJosédeMaipo,loscanelos20SanJosedeMaipo,5,2.0,144.0,500.0,2
4638,360000000,10115,448319,LaCisterna,LaCisterna,5,3.0,182.0,390.0,3
4639,755504520,21228,940852,Providencia,Providencia,4,4.0,600.0,1000.0,4
4640,480465000,13500,598337,LasCondes,Avda.FranciscoBilbao,3,2.0,150.0,240.0,2
4641,95000000,2669,118306,Melipilla,Profesoreduardomalleallanosyprofesorjaimesoto,3,3.0,95.0,95.0,0
4642,167273000,4700,208310,SanBernardo,Sanjose/sanalfonso,3,2.0,117.0,271.0,0
4643,230000000,6462,286426,LaCisterna,LaCisterna,8,2.0,150.0,580.0,4
4644,565881000,15900,704709,Colina,Casaenparcelachicureo-colinacondominiolascampiñas,3,3.0,232.0,5000.0,0
4645,3203100000,90000,3988917,Vitacura,Noespecifica,6,5.0,450.0,5000.0,8
4646,206422000,5800,257064,Lampa,CondominioLasPircasdeChicauma,3,3.0,100.0,224.0,1
4647,220000000,6182,273973,Providencia,Claudioarrau355,8,8.0,112.0,112.0,0
4648,338105000,9500,421052,LasCondes,Tezcuco1160,4,3.0,90.0,252.0,2
4649,50000000,1405,62267,PuenteAlto,Elruiseñor3995,3,2.0,80.0,120.0,0
4650,854160000,24000,1063711,LasCondes,RicardoCox/IsabellaCatólica,1,5.0,203.0,800.0,6
4651,115000000,3231,143213,LaFlorida,Metroelisacorrea,3,1.0,80.0,100.0,2
4652,79000000,2220,98381,LaGranja,laserena&lospensamientos,3,2.0,85.0,126.0,2
4653,220000000,6182,273973,LaGranja,Tomeag/av.Puntaarenas,3,2.0,240.0,600.0,0
4654,110000000,3091,136986,LoPrado,saturno,4,2.0,115.0,230.0,2
4655,603250500,16950,751246,Santiago,RosasconAvBrasil,12,7.0,1055.0,911.0,0
4656,230000000,6462,286426,Macul,dosnorte,3,2.0,98.0,357.0,0
4657,480465000,13500,598337,Providencia,GeneralCórdova/ManuelMontt,3,2.0,146.0,210.0,2
4658,205000000,5760,255293,Santiago,Ycm55158carmen/maule,10,5.0,331.0,424.0,0
4659,80000000,2248,99626,PuenteAlto,Caletaportalespuentealto,2,2.0,80.0,100.0,1
4660,362000000,10171,450809,LasCondes,LasCondes,4,2.0,235.0,235.0,0
4661,1423600000,40000,1772852,LasCondes,PresidentaRiesco/IsidoraGoyenechea,4,5.0,350.0,310.0,0
4662,747390000,21000,930747,Colina,AvenidaChicureo,5,3.0,480.0,5000.0,0
4663,295000000,8289,367372,LasCondes,LasCondes,6,3.0,120.0,288.0,3
4664,455552000,12800,567313,Ñuñoa,Granada,5,5.0,202.0,255.0,0
4665,164425800,4620,204764,Lampa,Lampa,3,3.0,115.0,115.0,1
4666,55000000,1545,68493,PuenteAlto,lamoldurapuentealto,4,1.0,70.0,80.0,1
4667,1352420000,38000,1684209,Vitacura,Locurro,10,7.0,600.0,6000.0,10
4668,174391000,4900,217174,Santiago,Galvarino,7,2.0,128.0,228.0,1
4669,30000000,843,37360,PuenteAlto,Sargentomenadier2010,1,1.0,45.0,45.0,1
4670,320310000,9000,398892,LaFlorida,LaFloridaAlto/2estacionamiento,3,3.0,114.0,299.0,2
4671,606845090,17051,755722,Santiago,BarrioYungay,11,7.0,397.0,187.0,0
4672,94313500,2650,117451,PuenteAlto,Lasdalias,2,1.0,50.0,129.0,1
4673,943135000,26500,1174514,LasCondes,LasCondes,5,5.0,383.0,1565.0,0
4674,220658000,6200,274792,QuintaNormal,lossuspiros2815,6,3.0,240.0,200.0,2
4675,65841500,1850,81994,PuenteAlto,BomberoJulioBustamante,2,1.0,49.0,104.0,2
4676,139700000,3925,173973,Cerrillos,AvAeropuertoconFernándezAlbano4dormitorios2baños,4,2.0,106.0,112.0,1
4677,462670000,13000,576177,Vitacura,Hualtatas-tabancura,5,3.0,160.0,160.0,3
4678,190000000,5339,236613,PuenteAlto,PuenteAlto,4,3.0,155.0,150.0,2
4679,711800000,20000,886426,Vitacura,Lobeltran,1,3.0,160.0,305.0,0
4680,622825000,17500,775623,Santiago,EscultorRebecaMatte,3,2.0,210.0,1800.0,4
4681,50000000,1405,62267,ElBosque,sanclemente,3,1.0,90.0,65.0,1
4682,110000000,3091,136986,Maipú,Villalaarboleda,4,2.0,10875.0,10875.0,1
4683,185000000,5198,230386,EstaciónCentral,Camilohenriquezvillajosecardijin,3,1.0,240.0,240.0,1
4684,524952500,14750,653739,Colina,AvenidaPadreSergioCorrea,4,4.0,250.0,607.0,4
4685,164900000,4633,205355,SanMiguel,Metrociudaddelniño,4,1.0,160.0,200.0,1
4686,99000000,2782,123288,CerroNavia,Casaesquinade4d+2b+depto.Independientecon1d+1b+estc.,4,2.0,119.0,144.0,3
4687,122821090,3451,152953,PuenteAlto,PuenteAlto,3,2.0,68.0,80.0,0
4688,480465000,13500,598337,LaReina,Echeñique,4,4.0,140.0,204.0,2
4689,105000000,2950,130760,Maipú,Maipú,4,2.0,92.0,128.0,1
4690,427080000,12000,531856,Talagante,Talagante,3,3.0,180.0,5141.0,0
4691,129000000,3625,160648,LoPrado,LoPrado,9,2.0,110.0,214.0,0
4692,610000000,17140,759651,SanMiguel,SanMiguel,9,5.0,364.0,303.0,1
4693,57000000,1602,70984,CerroNavia,CerroNavia,3,1.0,59.0,66.0,0
4694,140000000,3934,174346,Maipú,SeVendeCasaAisladaVillaLosHeroesenMaipu,4,2.0,90.0,160.0,3
4695,225996500,6350,281440,LaReina,LaReina,3,2.0,91.0,117.0,1
4696,360000000,10115,448319,LaCisterna,LaCisterna,5,2.0,182.0,390.0,3
4697,110329000,3100,137396,SanJoaquín,Av.Departamentalag-60808/duquedealba,3,1.0,145.0,160.0,1
4698,420000000,11801,523039,Ñuñoa,Hernancortes/suecia,4,3.0,173.0,200.0,1
4699,302515000,8500,376731,Colina,ElRemansodeChicureoYC60542/SantaFilomena,3,3.0,139.0,390.0,0
4700,139990000,3933,174334,Maipú,PortalesdeSantaAna,3,3.0,84.0,165.0,0
4701,271907600,7640,338615,SanJosédeMaipo,Lasvertientes,3,2.0,140.0,1017.0,6
4702,72000000,2023,89664,SanBernardo,JuanPabloII,3,1.0,53.0,72.0,1
4703,260000000,7305,323786,Santiago,Claudiogay/republica,4,2.0,196.0,280.0,0
4704,95000000,2669,118306,Renca,Pisagua,2,1.0,60.0,72.0,1
4705,225000000,6322,280199,Providencia,Providencia,3,1.0,80.0,80.0,0
4706,280805100,7890,349695,Santiago,ParqueAlmagro.,7,3.0,171.0,180.0,0
4707,150000000,4215,186800,Pudahuel,Pudahuel,3,1.0,73.0,231.0,1
4708,82000000,2304,102117,Peñaflor,VillaSantaMaria/Pje.PedrodeValdivia,3,1.0,68.0,73.0,0
4709,112606760,3164,140233,PuenteAlto,Entrenonatocoo/bahiaingles,3,2.0,56.0,80.0,1
4710,505378000,14200,629362,Peñalolén,ElPuntal2900,5,4.0,139.0,530.0,5
4711,198000000,5563,246575,LaCisterna,Loslirios,5,2.0,115.0,215.0,3
4712,140000000,3934,174346,Maipú,Oportunidadbellacasaesquina180m24d,4,3.0,160.0,180.0,5
4713,330987000,9300,412188,LaFlorida,LasLagunitas6871,3,3.0,108.0,340.0,2
4714,302159100,8490,376288,LaFlorida,DelPaisaje6595,3,3.0,105.0,300.0,2
4715,97000000,2725,120797,LaGranja,VentaCasa3DormitoriosLaGranja,3,3.0,142.0,160.0,1
4716,70000000,1967,87173,Quilicura,LoMarcoleta/LosBenedictinos,2,1.0,60.0,80.0,0
4717,173000000,4861,215442,Maipú,Maipú,4,3.0,117.0,140.0,3
4718,100000000,2810,124533,PuenteAlto,lavendimiaconlatopeadura,3,2.0,112.0,258.0,2
4719,125000000,3512,155666,Maipú,Ax58731av.Cuatroponienteax/gabrielgonzalezvidela,3,2.0,100.0,126.0,2
4720,560000000,15735,697385,EstaciónCentral,CarlotaCarrasco/Av.BernardoO’Higgins,6,3.0,484.0,437.0,1
4721,177950000,5000,221606,PuenteAlto,Avenidalasvizcachas,3,3.0,94.0,180.0,0
4722,1032110000,29000,1285318,LasCondes,Montecassino,5,5.0,353.0,1638.0,0
4723,253044900,7110,315124,EstaciónCentral,VentaCasa7DormitoriosEstaciónCentral,7,2.0,170.0,294.0,0
4724,882632000,24800,1099168,Colina,Colina,6,6.0,380.0,3600.0,8
4725,262369480,7372,326737,LaFlorida,GerónimodeAlderetehacialaCordillera,6,3.0,154.0,237.0,0
4726,105000000,2950,130760,Maipú,Elabrazo,3,2.0,1.0,1.0,0
4727,1779500000,50000,2216065,LasCondes,Caminolasflores11000,3,9.0,644.0,3460.0,7
4728,125000000,3512,155666,LaGranja,IgnacioSerranoesquinaSantaRosa,6,6.0,158.0,213.0,3
4729,1049905000,29500,1307478,LaReina,LaReina,5,5.0,393.0,2180.0,10
4730,854160000,24000,1063711,Colina,PiedraRoja/Chicureo,7,5.0,410.0,5000.0,4
4731,262369480,7372,326737,LaFlorida,LafloridaGerónimoAlderete,6,3.0,154.0,200.0,2
4732,569440000,16000,709141,LaReina,C.Ossandón/j.Zapiola,5,4.0,176.0,293.0,2
4733,658415000,18500,819944,Vitacura,CandelariaGoyenechea,4,2.0,337.0,165.0,3
4734,60000000,1686,74720,SanBernardo,Casade1PisoenConjuntoPucará,3,1.0,45.0,120.0,0
4735,640620000,18000,797783,Santiago,Claudiogayhabitacional-educacional,5,3.0,220.0,310.0,2
4736,140000000,3934,174346,Maipú,Maipú,4,2.0,115.0,136.0,2
4737,150000000,4215,186800,Maipú,entrereysalomonyadrianaperezllona2,3,2.0,88.0,138.0,1
4738,255215890,7171,317828,LaFlorida,CanallasPerdicesAvdaMaculAlto,4,3.0,109.0,211.0,2
4739,1299035000,36500,1617727,Vitacura,Locurro,10,7.0,600.0,6000.0,10
4740,55000000,1545,68493,Melipilla,Lospeumos/lospeumos,3,1.0,89.0,230.0,1
4741,90000000,2529,112080,PuenteAlto,Nonatocooag/lastorres,3,2.0,80.0,98.0,0
4742,200000000,5620,249066,LoBarnechea,Casa1PisoenLaDehesa,3,2.0,77.0,248.0,0
4743,416403000,11700,518559,Pudahuel,CasaencondominioCiudaddelosValles!,4,4.0,165.0,532.0,2
4744,123853200,3480,154238,Peñalolén,Peñalolén,5,2.0,180.0,110.0,1
4745,311412500,8750,387811,Peñalolén,EntreAvenidaElValleyConsistorial,3,4.0,140.0,300.0,4
4746,71180000,2000,88643,PuenteAlto,EstaciónSierraNevada/VillaEstacionesFerroviarias/PuenteAlto,4,2.0,87.0,90.0,1
4747,292087130,8207,363745,Providencia,JoseManuelInfante/SantaIsabel,3,1.0,79.0,144.0,0
4748,125000000,3512,155666,Maipú,JoseManuelIrarrazavalYC61492/Capri,3,1.0,69.0,138.0,2
4749,451993000,12700,562880,LaReina,LaReina,5,4.0,170.0,245.0,3
4750,932458000,26200,1161218,Vitacura,JardíndelEste,4,4.0,200.0,400.0,0
4751,87900000,2470,109465,Maipú,Av.Cuatroponiente/av.Caminoalarife/gabrielgonzalezvidela,4,1.0,70.0,140.0,0
4752,370136000,10400,460941,LaFlorida,CasaenRojasMagallanesenLaFlorida,5,4.0,194.0,454.0,2
4753,843483000,23700,1050415,Santiago,Santiago,6,4.0,636.0,298.0,0
4754,194900000,5476,242715,PuenteAlto,JardindelEste,3,2.0,118.0,241.0,0
4755,91000000,2557,113325,LaFlorida,SanJorge/AvdaMéxico,3,1.0,61.0,124.0,2
4756,153037000,4300,190582,Maipú,SanBonifacioconSantaBeatriz,4,2.0,110.0,125.0,2
4757,94313500,2650,117451,ElBosque,ClaudioArrau/MonseñorLarrain,3,1.0,88.0,115.0,1
4758,476906000,13400,593905,Providencia,Elaguilucho,7,3.0,200.0,350.0,2
4759,1064141000,29900,1325207,LoBarnechea,Huinganal/CaminoElYunque,5,5.0,378.0,900.0,3
4760,130000000,3653,161893,LaFlorida,Avenidamexico,2,1.0,98.0,150.0,3
4761,140000000,3934,174346,Maipú,AvenidaNuevaSanMartín,3,1.0,70.0,140.0,2
4762,89500000,2515,111457,Pudahuel,Av.LosMaresNU-61463/Ancahual,2,1.0,53.0,125.0,0
4763,82000000,2304,102117,PuenteAlto,PuenteAlto,3,1.0,67.0,105.0,1
4764,275822500,7750,343490,LaFlorida,SantaJuliaconColombia,3,1.0,100.0,522.0,0
4765,89686800,2520,111690,LaFlorida,AvenidaLaFlorida7090,3,1.0,65.0,65.0,1
4766,494701000,13900,616066,Colina,padredamian,3,4.0,192.0,500.0,2
4767,195745000,5500,243767,ElBosque,ElBosque,3,1.0,80.0,360.0,5
4768,871955000,24500,1085872,LoBarnechea,Cam.elCajón17500,5,4.0,249.0,1900.0,5
4769,84900000,2386,105729,Pudahuel,EXCELENTEcasaencalleelsol162m2idealinversionista,3,2.0,93.0,162.0,2
4770,587235000,16500,731301,Colina,Chicureo,5,5.0,5000.0,278.0,10
4771,165000000,4636,205479,Macul,RamonCruz/RodrigodeAraya,3,2.0,92.0,150.0,0
4772,124565000,3500,155125,LaFlorida,LaFlorida,3,1.0,89.0,120.0,1
4773,78000000,2192,97136,Colina,Colina,11,4.0,184.0,184.0,3
4774,235000000,6603,292653,LaFlorida,Elhuallesur-lastinajas,4,3.0,134.0,185.0,2
4775,142360000,4000,177285,Independencia,Av.EinteinconAv.Independencia,5,3.0,200.0,380.0,1
4776,782980000,22000,975068,Providencia,PlazaItalia/Providencia,13,15.0,298.0,176.0,0
