,price_clp,price_uf,price_usd,comuna,ubicacion,dorms,baths,built_area,total_area,parking
0,409285000,11500,509695,QuintaNormal,Hoevel4548y4558,7,4.0,384.0,732.0,3
1,105000000,2950,130760,PedroAguirreCerda,Rucalhue,2,1.0,112.0,145.0,1
2,128124000,3600,159557,EstaciónCentral,AvenidaLasParcelas,3,1.0,59.0,243.0,2
3,75000000,2107,93400,Colina,PasajeGonzaloRojas,3,1.0,103.0,73.0,1
4,53000000,1489,66002,Colina,HernánDíazArrieta2820,2,1.0,57.0,67.0,1
5,94000000,2641,117061,EstaciónCentral,Avenida5deAbril,2,1.0,72.0,131.0,0
6,75000000,2107,93400,Colina,GabrielaMistral/PabloNeruda,3,1.0,70.0,80.0,2
7,105000000,2950,130760,LaFlorida,SanCristóbalTres,2,1.0,50.0,120.0,1
8,76000000,2135,94645,Maipú,PasajeJosédeMoraleda,3,1.0,72.0,72.0,1
9,76000000,2135,94645,Maipú,Matías,3,1.0,46.0,90.0,1
10,90000000,2529,112080,Maipú,LasTinajas&QuintaVergara,3,1.0,100.0,134.0,3
11,75000000,2107,93400,SanBernardo,ValledelAconcagua,3,2.0,50.0,88.0,1
12,153037000,4300,190582,Maipú,Merlin,3,2.0,98.0,130.0,2
13,132000000,3709,164384,QuintaNormal,SalvadorGutiérrez&Jujuy,4,1.0,69.0,200.0,2
14,199000000,5591,247821,Santiago,Cuevas,7,3.0,162.0,185.0,0
15,79000000,2220,98381,PuenteAlto,PasajeLagoBertrand,2,1.0,60.0,85.0,2
16,373695000,10500,465374,LaFlorida,JoséMiguelCarrera,7,3.0,173.0,850.0,3
17,480000000,13487,597758,LaFlorida,Altomacul,5,6.0,240.0,600.0,2
18,142000000,3990,176837,Santiago,Sandaniel,3,2.0,100.0,163.0,2
19,295397000,8300,367867,LaFlorida,CaminodelaNaturaleza,3,3.0,105.0,280.0,2
20,391490000,11000,487534,LaFlorida,Cam.LasCumbres6790,5,3.0,150.0,400.0,2
21,1210060000,34000,1506924,LasCondes,Laforesta,5,5.0,360.0,1150.0,4
22,160155000,4500,199446,Lampa,AvenidaLaMontañaSur4149,3,3.0,80.0,156.0,2
23,129903500,3650,161773,Lampa,AvenidaLaHacienda,3,2.0,68.0,221.0,1
24,75000000,2107,93400,Quilicura,Riocachapoal,2,2.0,70.0,78.0,0
25,50000000,1405,62267,PuenteAlto,CerroParedones,3,1.0,31.0,73.0,0
26,175000000,4917,217933,Santiago,RíoTrancura,3,3.0,94.0,191.0,4
27,150000000,4215,186800,QuintaNormal,NuevaImperial,2,1.0,96.0,247.0,1
28,160000000,4496,199253,SanBernardo,AltoJahuel,3,2.0,91.0,268.0,2
29,75000000,2107,93400,PuenteAlto,TocornalExPedroDuarte,3,1.0,80.0,87.0,1
30,85000000,2388,105853,PuenteAlto,Maullín,5,2.0,117.0,105.0,1
31,75000000,2107,93400,LaPintana,VioletaParra,3,1.0,62.0,88.0,1
32,75000000,2107,93400,LaPintana,PoetaRamóndelValle,3,2.0,90.0,80.0,1
33,290000000,8148,361146,PuenteAlto,Noruega/Eyzaguirre,5,3.0,117.0,286.0,2
34,160000000,4496,199253,PuenteAlto,Colombia,5,2.0,165.0,315.0,1
35,302728540,8506,376997,PuenteAlto,LaParroquia,2,1.0,83.0,1000.0,4
36,225000000,6322,280199,Santiago,FranciscoPizarro2041,7,2.0,211.0,572.0,0
37,140000000,3934,174346,Renca,Montevideo,5,3.0,128.0,120.0,2
38,266925000,7500,332410,QuintaNormal,TadeoVargas,4,3.0,198.0,354.0,1
39,180000000,5058,224159,Santiago,Vichuquén,3,2.0,79.0,114.0,0
40,120000000,3372,149440,Santiago,LebuOriente,4,1.0,131.0,138.0,2
41,239000000,6715,297634,Santiago,Avenida10deJulioHuamachuco,5,4.0,250.0,190.0,1
42,444519100,12490,553573,Huechuraba,SantaMartadeHuechuraba,5,5.0,156.0,530.0,4
43,125000000,3512,155666,Maipú,DaríoPobleteNúñez,3,2.0,80.0,100.0,2
44,65129700,1830,81108,SanBernardo,Sta.Ines3481,3,1.0,52.0,75.0,1
45,115000000,3231,143213,Maipú,Aracari389,3,1.0,76.0,120.0,2
46,261586500,7350,325762,SanMiguel,BartoloSoto,3,3.0,113.0,130.0,1
47,266569100,7490,331967,Ñuñoa,Av.JoséPedroAlessandri1625,4,3.0,109.0,119.0,1
48,160000000,4496,199253,LaFlorida,LosGeranios70,3,1.0,84.0,200.0,2
49,160155000,4500,199446,Lampa,Lamontañasur,3,2.0,88.0,158.0,3
50,259807000,7300,323545,SanMiguel,QuintaAvenida,5,2.0,200.0,300.0,3
51,115000000,3231,143213,LaGranja,VillalosPensamientos,3,2.0,61.0,163.0,2
52,282940500,7950,352354,Pudahuel,AvenidaLasFlores,3,3.0,145.0,454.0,2
53,140580500,3950,175069,Maipú,PasajeSantaNidia,4,3.0,160.0,162.0,2
54,121000000,3400,150685,Maipú,Ptovelero,3,2.0,100.0,136.0,1
55,139000000,3906,173101,Maipú,Lastorres,5,2.0,127.0,112.0,2
56,91000000,2557,113325,Maipú,Elsurazo,3,1.0,55.0,100.0,1
57,190406500,5350,237119,Independencia,PasajeLeonorCepeda,5,2.0,120.0,240.0,0
58,140580500,3950,175069,Buin,ComercianteArmandoPérezCarrasco165,4,2.0,101.0,168.0,2
59,333834200,9380,415734,Pudahuel,losrododendrosponiente,4,3.0,160.0,400.0,2
60,252689000,7100,314681,Peñalolén,QuebradadeMacul,4,3.0,112.0,196.0,2
61,85000000,2388,105853,Talagante,VillaEsperanza,2,2.0,80.0,138.0,1
62,85000000,2388,105853,LaFlorida,LaFlorida,2,1.0,65.0,85.0,1
63,184356200,5180,229584,Quilicura,PasajeSantaMagdalenaQuilicur,3,2.0,90.0,149.0,2
64,238453000,6700,296953,Pudahuel,LaEsperanza,3,3.0,110.0,190.0,1
65,309633000,8700,385595,Pudahuel,LosAlmendros,5,3.0,165.0,400.0,2
66,190406500,5350,237119,Maipú,CondominioLasCatalpas2,4,4.0,130.0,130.0,1
67,347002500,9750,432133,Pudahuel,Efeso,4,3.0,140.0,550.0,2
68,291838000,8200,363435,Pudahuel,CerrodeloAguirre,3,3.0,130.0,300.0,3
69,293617500,8250,365651,Pudahuel,LosAbedules,3,3.0,125.0,850.0,2
70,297176500,8350,370083,Pudahuel,Callenuevaunosur,4,3.0,120.0,420.0,2
71,241656100,6790,300942,Pudahuel,EsterodelCobre,3,3.0,130.0,170.0,1
72,533850000,15000,664819,LaFlorida,LaFlorida,16,12.0,389.0,890.0,3
73,180000000,5058,224159,Maipú,LasNaciones,5,3.0,136.0,153.0,2
74,168000000,4720,209215,PadreHurtado,CaminoBajosdeSta.Cruz342,4,3.0,130.0,180.0,2
75,109900000,3088,136862,Maipú,Pje.ArmandoCortinez345,3,2.0,85.0,120.0,1
76,160000000,4496,199253,PuenteAlto,CondominioJardinesdeLasVizcachas,3,3.0,85.0,180.0,2
77,155000000,4355,193026,Tiltil,Tiltil,7,3.0,250.0,1000.0,8
78,444875000,12500,554016,LoBarnechea,ElRodeo-NidodeAguilas,6,4.0,176.0,275.0,2
79,153037000,4300,190582,Maipú,CalleSantaNidia,4,3.0,107.0,145.0,0
80,170000000,4777,211706,Conchalí,Nilahue,6,2.0,163.0,250.0,0
81,90000000,2529,112080,Santiago,Verdi,4,2.0,146.5,85.0,0
82,136000000,3821,169365,SanBernardo,CondominioBarriónuevodenos,3,3.0,92.0,148.0,1
83,119000000,3344,148194,Maipú,Elsurazo,5,2.0,113.0,108.0,2
84,135000000,3793,168120,Maipú,SantaBerta,4,3.0,93.0,124.0,0
85,270484000,7600,336842,LaFlorida,Sta.Delia7718,5,3.0,152.0,200.0,3
86,175000000,4917,217933,Maipú,RamayanacercaMetroPlazaMaipu,4,2.0,110.0,130.0,3
87,391490000,11000,487534,Providencia,MiguelClaro1950,4,2.0,229.0,248.0,2
88,325000000,9132,404732,Buin,Maipú490,4,2.0,127.0,450.0,4
89,85000000,2388,105853,Santiago,Carpay984,4,2.0,70.0,80.0,1
90,354120500,9950,440997,Colina,Sta.Elena278,3,3.0,118.0,350.0,3
91,81857000,2300,101939,PadreHurtado,pasajenarciso1809,3,2.0,53.0,65.0,1
92,165000000,4636,205479,PuenteAlto,Neculan,4,2.0,110.0,150.0,2
93,162000000,4552,201743,PuenteAlto,Mapulemu,3,2.0,80.0,140.0,1
94,1032110000,29000,1285318,LaReina,PalmasdeMallorca,7,6.0,260.0,700.0,4
95,426724100,11990,531412,Huechuraba,ElCarmen,4,3.0,170.0,450.0,5
96,153037000,4300,190582,Conchalí,Av.CardenalJoséMaríaCaro3638,5,2.0,248.0,292.0,2
97,139000000,3906,173101,Recoleta,AvenidaMéxico,6,2.0,140.0,200.0,0
98,130000000,3653,161893,Lampa,ValleGrande,2,1.0,60.0,100.0,3
99,177950000,5000,221606,Maipú,Huenteno,5,3.0,100.0,166.0,2
100,188627000,5300,234903,Peñaflor,CondominioSol,3,3.0,90.0,120.0,3
101,80000000,2248,99626,SanBernardo,Villaalameda,4,3.0,98.5,136.5,2
102,305718100,8590,380720,Huechuraba,ElSauce,4,4.0,140.0,250.0,3
103,444839410,12499,553972,Huechuraba,SantaMartadeHuechuraba,5,5.0,180.0,580.0,5
104,115000000,3231,143213,ElMonte,IgnacioPalmaVicuña218,3,3.0,100.0,170.0,2
105,316751000,8900,394460,Ñuñoa,DoctorGenaroBenavides,4,3.0,145.0,285.0,3
106,261195010,7339,325274,Providencia,DiegodeAlmagroconSuecia,4,3.0,94.0,104.0,1
107,40000000,1124,49813,Santiago,JuanMartínezdeRozas2454,3,1.0,37.0,32.0,0
108,99000000,2782,123288,Macul,JorgeGonzálezBastías4215,2,1.0,70.0,128.0,1
109,56000000,1573,69738,PedroAguirreCerda,Pje.43276,3,1.0,65.0,70.0,0
110,709308700,19930,883323,Santiago,Sta.Elena1130,7,3.0,3467.0,752.0,4
111,571895710,16069,712199,Ñuñoa,Hannoverconestrellasolitaria,6,2.0,157.0,408.0,6
112,4520,0,6,Santiago,CostaneraFerreaPoniente,4,3.0,82.0,140.0,4
113,150000000,4215,186800,Peñalolén,Peñalolén,5,4.0,130.0,175.0,3
114,320310000,9000,398892,Buin,AltoSacramento,4,3.0,188.0,350.0,6
115,198000000,5563,246575,EstaciónCentral,EstaciónCentral,7,3.0,180.0,120.0,2
116,601471000,16900,749030,Colina,CondominioCanquénNorte,4,3.0,270.0,580.0,4
117,137000000,3849,170610,Conchalí,SeisPoniente,6,2.0,156.0,192.0,1
118,137021500,3850,170637,PuenteAlto,LosCastaños1059,3,1.0,85.0,185.0,2
119,183500000,5156,228518,SanBernardo,CondominioParqueBalmaceda,4,3.0,108.0,182.0,2
120,560000000,15735,697385,Buin,Calleelbosque,6,3.0,550.0,2000.0,3
121,265000000,7446,330012,Macul,Av.Marathon2400,4,2.0,144.0,221.0,3
122,11057,0,14,Providencia,MiguelClaroconSantaIsabelProvidencia,3,2.0,229.0,248.0,2
123,134530200,3780,167534,Maipú,Av.BosqueAlto3129,3,3.0,76.0,118.0,2
124,354000000,9947,440847,CaleradeTango,SanJosédeTango,3,3.0,218.0,5000.0,6
125,150000000,4215,186800,Independencia,LongitudinalSeis1223,3,1.0,76.0,145.0,1
126,120000000,3372,149440,Maipú,Berkley,4,1.0,170.0,220.0,1
127,135242000,3800,168421,Buin,PastorPoncianoYañez,3,2.0,89.0,212.0,2
128,138089200,3880,171967,PadreHurtado,FernandoMuñozRojas1133,3,2.0,74.0,140.0,1
129,75900000,2133,94521,LaFlorida,SantaJulia,6,2.0,110.0,154.0,1
130,294685200,8280,366980,Santiago,Colin,5,3.0,263.0,23000.0,0
131,533850000,15000,664819,LasCondes,DomingoBondi/AlonsodeCamargo,4,2.0,170.0,468.0,3
132,80000000,2248,99626,PadreHurtado,Sanbenedictino52villaSantafe,5,3.0,106.0,168.0,2
133,142360000,4000,177285,Lampa,LaMontañaNte.3650,3,3.0,84.0,133.0,2
134,77799740,2186,96886,SanBernardo,RinconadadeNos,2,1.0,78.0,70.0,2
135,179729500,5050,223823,LaFlorida,Casaenpasajecerrado,3,2.0,92.0,179.0,2
136,138801000,3900,172853,EstaciónCentral,MigueldeCervantes,3,1.0,77.0,171.0,1
137,960930000,27000,1196675,LaFlorida,Lientur,4,4.0,182.0,1600.0,5
138,925340000,26000,1152354,Santiago,AvenidaRicardoLyon/DiegodeAlmagro,5,3.0,254.0,490.0,4
139,115000000,3231,143213,PedroAguirreCerda,Alhué3004,4,2.0,90.0,100.0,1
140,102641560,2884,127823,PuenteAlto,Abtao,3,1.0,61.0,108.0,2
141,65500000,1840,81569,Paine,ParqueNacionalAltosdeLircay,2,1.0,54.0,97.0,1
142,115000000,3231,143213,Paine,LasAcacias112,3,1.0,60.0,1164.0,0
143,462670000,13000,576177,Peñalolén,AlvaroCasanova355,4,3.0,140.0,260.0,2
144,72000000,2023,89664,PadreHurtado,VillaParquedelSol,3,2.0,65.0,90.0,1
145,140000000,3934,174346,PuenteAlto,CalleCardenalFresno,3,3.0,92.0,172.0,4
146,160000000,4496,199253,Recoleta,Av.Valdivieso640,6,3.0,170.0,250.0,0
147,252333100,7090,314238,SanBernardo,VolcánPomerape.,3,2.0,83.0,750.0,6
148,409285000,11500,509695,LaReina,PríncipedeGales,5,4.0,150.0,250.0,2
149,115952220,3258,144399,SanBernardo,PasajeRemi,3,2.0,63.0,107.0,2
150,242012000,6800,301385,Peñalolén,AlbertoOrregoLuco,3,2.0,98.0,227.0,2
151,210000000,5901,261519,LaFlorida,Sinaí,4,2.0,153.0,173.0,2
152,206422000,5800,257064,Buin,AltoSacramento,4,3.0,130.0,216.0,2
153,97000000,2725,120797,Maipú,NemesioAntunez,3,3.0,79.0,106.0,2
154,295397000,8300,367867,LaCisterna,Pintados180,5,2.0,150.0,330.0,3
155,75000000,2107,93400,Melipilla,entretacnaconyungaymelipilla,3,1.0,43.0,198.0,2
156,320310000,9000,398892,LaFlorida,¡Miraesto!¡Esespectacular!RojasMagallanes,4,4.0,177.0,259.0,3
157,125000000,3512,155666,Macul,Montevideo,3,1.0,81.0,160.0,3
158,105000000,2950,130760,LaReina,Cordillera,4,1.0,70.0,135.0,1
159,480465000,13500,598337,Colina,PortalLosMaitenes,3,3.0,167.0,400.0,3
160,252689000,7100,314681,LaFlorida,EnriqueOlivaresconAlicahue,4,2.0,100.0,240.0,2
161,323869000,9100,403324,Colina,CaminodelMimo,5,4.0,139.0,330.0,2
162,373695000,10500,465374,SanBernardo,Eyzaguirre1210,10,4.0,200.0,662.0,8
163,227000000,6378,282690,Quilicura,ValleLoCampino,5,3.0,178.0,216.0,1
164,151257500,4250,188366,Independencia,Gral.Saavedra1324,7,2.0,197.0,225.0,0
165,266925000,7500,332410,LaFlorida,CascadadelaPalomaSur,3,3.0,121.0,290.0,2
166,143000000,4018,178082,Recoleta,DoctorSoterodelRío&Huasco,4,2.0,160.0,300.0,2
167,75000000,2107,93400,PuenteAlto,PedroNúñezFernández,2,1.0,56.0,80.0,2
168,69500000,1953,86550,Buin,SanFélix129,2,1.0,54.0,82.0,1
169,140000000,3934,174346,PuenteAlto,SanExpedito,3,2.0,90.0,110.0,1
170,907545000,25500,1130193,LoBarnechea,LasPataguas,5,6.0,320.0,1040.0,6
171,75000000,2107,93400,PadreHurtado,Villacentenario,2,1.0,60.0,90.0,1
172,120000000,3372,149440,Peñaflor,DonVicente,3,3.0,130.0,150.0,2
173,64500000,1812,80324,PuenteAlto,SargentoMenadier,5,2.0,130.0,115.0,2
174,409534130,11507,510005,Maipú,ManuelRodríguez,5,2.0,118.0,700.0,8
175,79000000,2220,98381,EstaciónCentral,Anay,3,2.0,80.0,160.0,1
176,205000000,5760,255293,Santiago,Cuevas/Maule,7,3.0,161.0,185.0,0
177,240000000,6743,298879,Santiago,Carmen/Barretos,5,3.0,190.0,250.0,1
178,88000000,2473,109589,Pudahuel,LosTricahues,3,2.0,65.0,90.0,2
179,74000000,2079,92154,Maipú,BanderaChilena,4,2.0,50.0,69.0,1
180,130000000,3653,161893,ElBosque,FedericoGana,5,3.0,147.5,97.0,3
181,448434000,12600,558448,LaReina,SectorBlestGanaL3CastilloVelasco,3,2.0,228.0,451.0,3
182,240232500,6750,299169,Buin,AltoSacramento,4,3.0,119.0,220.0,2
183,227776000,6400,283656,LasCondes,MartíndeZamora/lareconquista,2,1.0,60.0,80.0,0
184,130000000,3653,161893,Lampa,LosHalcones,3,1.0,85.0,180.0,3
185,185000000,5198,230386,SanRamón,EstadioMunicipalSanRamón,3,2.0,84.0,214.0,1
186,273000000,7671,339975,Peñalolén,LosJardineros,4,2.0,250.0,500.0,4
187,180000000,5058,224159,LoPrado,LosPlátanosxxx6,8,8.0,139.0,282.0,3
188,286499500,8050,356786,Peñalolén,ElOlivillo5956,5,3.0,131.0,241.0,1
189,120000000,3372,149440,Maipú,CerroBlanco,2,2.0,75.0,149.0,1
190,120000000,3372,149440,Maipú,CerroBarón,4,2.0,82.0,104.0,1
191,120000000,3372,149440,PuenteAlto,AvenidaLasNievesOriente,3,3.0,84.0,120.0,1
192,854160000,24000,1063711,LasCondes,RicardoCox,7,5.0,270.0,800.0,4
193,743831000,20900,926315,LoBarnechea,CaminodelYunque,4,3.0,225.0,700.0,2
194,151257500,4250,188366,SanBernardo,PasajeTurinPoniente,4,2.0,85.0,155.0,2
195,117589360,3304,146438,PuenteAlto,PasajeIslaNavarino,3,2.0,102.0,86.0,1
196,355900000,10000,443213,LaFlorida,LasChilcasNorte,3,2.0,140.0,1000.0,4
197,622825000,17500,775623,Peñalolén,Elembalse,4,3.0,200.0,2000.0,0
198,60000000,1686,74720,PuenteAlto,VillaDuraznal,3,1.0,80.0,120.0,1
199,46000000,1292,57285,LaGranja,SantoTomás,3,1.0,85.0,126.0,0
200,125000000,3512,155666,PuenteAlto,LaPrimavera,3,2.0,80.0,120.0,2
201,125000000,3512,155666,PuenteAlto,AvenidaMéxico,3,2.0,80.0,154.0,2
202,176900000,4970,220299,Ñuñoa,Zañartu2740,4,2.0,100.0,124.0,1
203,960752050,26995,1196453,LoBarnechea,CaminodeLosCastores,6,6.0,350.0,1000.0,7
204,178270310,5009,222005,PuenteAlto,Canaldelaluz,3,3.0,99.0,157.0,2
205,130000000,3653,161893,PuenteAlto,Aguavivanorte,3,1.0,75.0,102.0,1
206,140000000,3934,174346,PuenteAlto,Cabrero,4,1.0,74.0,162.0,2
207,122000000,3428,151930,Maipú,Losmoais,3,1.0,91.0,138.0,1
208,247350500,6950,308033,Buin,CamiloBerriosQuintanilla,3,3.0,112.0,240.0,2
209,432418500,12150,538504,LaReina,CarlosSilvaVildósola,5,4.0,140.0,220.0,2
210,203000000,5704,252802,PuenteAlto,Independencia381,4,3.0,113.0,178.0,2
211,274043000,7700,341274,PuenteAlto,Lamontura,4,3.0,122.0,374.0,2
212,93000000,2613,115816,PuenteAlto,PasajelaCañadaOriente,2,2.0,49.0,80.0,1
213,569440000,16000,709141,Vitacura,Géminisii,3,2.0,140.0,310.0,2
214,208201500,5850,259280,Quilicura,EduardoMaira,3,2.0,145.0,247.0,4
215,164000000,4608,204234,PuenteAlto,Sanmaximo,3,2.0,89.0,181.0,3
216,675000000,18966,840598,LaReina,JoséZapiola8774,4,3.0,150.0,210.0,2
217,480465000,13500,598337,Peñalolén,AlvaroCasanova355,5,4.0,220.0,340.0,2
218,170000000,4777,211706,Santiago,Ñuble49,2,1.0,85.0,100.0,0
219,76000000,2135,94645,PuenteAlto,PasajeQuechua02338,3,2.0,90.0,110.0,3
220,249130000,7000,310249,Pudahuel,VuelodeCodornizNorte,4,3.0,137.0,225.0,1
221,360000000,10115,448319,LaCisterna,Esmeralda&AvenidaFernandezAlbano,4,3.0,270.0,480.0,4
222,160000000,4496,199253,LaCisterna,brisas000,3,1.0,150.0,331.0,4
223,266925000,7500,332410,Pudahuel,AvenidaPedrodeAretxabala,4,3.0,129.0,228.0,2
224,1299035000,36500,1617727,LoBarnechea,ContralmiranteFernándezVial/ElTranque,6,5.0,344.0,702.0,5
225,85000000,2388,105853,Colina,LasAraucarias,2,1.0,52.0,91.0,0
226,366577000,10300,456509,Colina,Santaelenalosnogalesii,3,3.0,135.0,135.0,2
227,444875000,12500,554016,Colina,Colina,6,4.0,170.0,610.0,3
228,87000000,2445,108344,PadreHurtado,valledelaconcagua,3,1.0,65.0,90.0,2
229,462670000,13000,576177,Maipú,libertad377,5,6.0,217.0,596.0,5
230,88000000,2473,109589,PuenteAlto,eyzaguirre,4,2.0,80.0,100.0,1
231,160155000,4500,199446,PadreHurtado,rodolfojaramillo2718,3,3.0,84.0,169.0,2
232,77000000,2164,95890,Maipú,Olimpo,3,2.0,55.0,93.0,4
233,165493500,4650,206094,Maipú,elhelechosur18535,3,1.0,89.0,200.0,3
234,270484000,7600,336842,Maipú,alcaldejoseluisinfantelarrain,3,3.0,155.0,233.0,4
235,125000000,3512,155666,Pudahuel,ElRaulí8575,3,2.0,90.0,98.0,1
236,150189800,4220,187036,PuenteAlto,Alcántara,4,3.0,90.0,200.0,2
237,473347000,13300,589473,LasCondes,Puntadeleste//LasCondes,4,2.0,110.0,258.0,2
238,199837850,5615,248864,PuenteAlto,CiudaddelEste,5,3.0,178.0,264.0,1
239,155000000,4355,193026,Ñuñoa,MAP-Sevendecasaesquinaparaproyectoocomercioenñuñoa,3,1.0,40.0,198.0,2
240,126807170,3563,157917,PuenteAlto,Map-SevendeBellaCasa4H,4,3.0,80.0,105.0,3
241,266925000,7500,332410,Huechuraba,MAP-SeVendeHermosaCasa3D,3,3.0,107.0,180.0,2
242,220000000,6182,273973,Conchalí,MAP-SevendeHermosayampliacasa5H,5,2.0,182.0,250.0,4
243,151257500,4250,188366,LaFlorida,Sevendeterrenourbanizadode450m2,6,3.0,450.0,450.0,0
244,80077500,2250,99723,PuenteAlto,SanHugo/NemesioVicuña,3,1.0,62.0,74.0,0
245,201083500,5650,250415,PuenteAlto,av.canaldelaluz3640,3,3.0,99.0,300.0,3
246,496480500,13950,618282,LaFlorida,Venezuela,7,4.0,206.0,1000.0,6
247,286499500,8050,356786,Santiago,Antupiren,4,2.0,119.0,182.0,2
248,78120050,2195,97285,LoEspejo,Av.PadreAlbertoHurtado7404,3,1.0,74.0,160.0,4
249,130000000,3653,161893,Maipú,EduardoFreiCercanoAlfredoSilvaCarvallo,4,2.0,84.0,90.0,2
250,56000000,1573,69738,LaGranja,IslaHumos8654,3,1.0,53.0,63.0,0
251,110329000,3100,137396,PuenteAlto,Lomasdelviento,3,1.0,56.0,90.0,1
252,1352064100,37990,1683766,LaReina,Plazachileperu,6,3.0,295.0,1150.0,0
253,925340000,26000,1152354,Ñuñoa,Hernancortes//pedrodevaldivia,11,4.0,567.0,702.0,1269
254,115000000,3231,143213,Maipú,CalleEleodoroRodriguezMatte,3,2.0,62.0,100.0,1
255,150000000,4215,186800,LaFlorida,BosqueChileno2478,3,2.0,65.0,105.0,1
256,551645000,15500,686980,LasCondes,ManquehueSur/AlonsodeCamargo,4,3.0,200.0,500.0,3
257,284720000,8000,354570,LaReina,Paulajaraquemada,3,1.0,88.0,275.0,0
258,745000000,20933,927771,LasCondes,LaForestaOriente/FranciscoBulnesCorrea,6,5.0,180.0,542.0,2
259,1031398200,28980,1284431,LoBarnechea,CaminoLosRefugios/CondominioLosQuillayes,7,5.0,300.0,5600.0,10
260,391490000,11000,487534,LasCondes,JumboBilbao,3,2.0,122.0,226.0,2
261,261586500,7350,325762,Providencia,ManuelMontt-EliodoroYañez,3,1.0,91.0,91.0,0
262,319954100,8990,398448,LaReina,MetroPrincipedeGales,4,2.0,119.0,165.0,1
263,1204721500,33850,1500276,LoBarnechea,CerroPandeAzucar/ManquehueOriente,6,7.0,520.0,832.0,0
264,632790200,17780,788033,Providencia,EliecerParadayhernandodeaguirre,4,3.0,281.0,500.0,4
265,444875000,12500,554016,Vitacura,ElAromo/LoBeltran,5,4.0,130.0,150.0,2
266,396828500,11150,494182,LasCondes,Parnell,3,3.0,113.0,253.0,2
267,65841500,1850,81994,Quilicura,Salesianos,2,1.0,80.0,56.0,1
268,1281240000,36000,1595567,Vitacura,FranciscodeAguirre/Espoz,5,5.0,330.0,560.0,4
269,398608000,11200,496399,LasCondes,LosDominicos/Torremolinos,3,2.0,75.0,229.0,3
270,202863000,5700,252631,QuintaNormal,JuanaQuinel01730,6,2.0,299.0,390.0,6
271,1263445000,35500,1573406,LasCondes,Cerrosanluis,4,4.0,168.0,233.0,3
272,82000000,2304,102117,PuenteAlto,PuenteAlto,4,2.0,48.0,123.0,2
273,109000000,3063,135741,CaleradeTango,CaleradeTango,4,2.0,90.0,140.0,1
274,160000000,4496,199253,Melipilla,Melipilla,3,3.0,140.0,160.0,2
275,125000000,3512,155666,Recoleta,Recoleta,4,2.0,100.0,245.0,6
276,118000000,3316,146949,Melipilla,Melipilla,6,3.0,120.0,140.0,1
277,65000000,1826,80946,Lampa,alcaldejosesolano,2,1.0,55.0,70.0,1
278,427044410,11999,531811,Talagante,Casa/Parcelaencondominio,3,3.0,181.0,5141.0,3
279,85416000,2400,106371,SanBernardo,Franciscoencinaponiente,5,2.0,98.0,107.0,1
280,156596000,4400,195014,LaFlorida,Callelasmagnoliaslaflorida,4,2.0,123.0,181.0,1
281,1530370000,43000,1905816,LoBarnechea,Clubdegolflomas,4,3.0,480.0,1499.0,4
282,263010100,7390,327534,LasCondes,Isabellacatolica,3,2.0,83.0,144.0,0
283,491142000,13800,611634,Colina,Chicureo-colina,4,4.0,270.0,4500.0,0
284,412488100,11590,513684,Colina,Chamisero,5,4.0,178.0,495.0,0
285,551645000,15500,686980,Colina,Rebajada!!!espectacularyampliacasaenexclusivocon...,6,4.0,240.0,1110.0,0
286,248774100,6990,309806,Colina,Bajodeprecio.....Hermosayacogedoracasaentranquil...,4,3.0,108.0,424.0,0
287,252689000,7100,314681,Colina,Imperdible....Nuevamentebajódeprecio.....Espectacul...,4,3.0,115.0,350.0,0
288,313192000,8800,390027,Colina,Hermosayacogedoracasaentranquiloysegurocondominio,5,3.0,128.0,422.0,0
289,800775000,22500,997229,Colina,Hermosayampliacasaestilomediterranea,7,5.0,435.0,5000.0,0
290,1096172000,30800,1365096,LasCondes,Ampliaeiluminadacasaensancarlosdeapoquindo,5,5.0,290.0,500.0,0
291,1060582000,29800,1320775,LasCondes,Hermosacasaestilomediterraneaenincomparableubicació...,5,5.0,293.0,800.0,0
292,583676000,16400,726869,Peñalolén,Excelentecasamediterraneaenexclusivocondominio,5,4.0,260.0,550.0,1
293,462314100,12990,575734,Colina,Hermosayampliacasaestilomediterraneaenexclusivoco...,4,4.0,188.0,389.0,0
294,1138880000,32000,1418281,Colina,Rebajada.....Grancasamediterraneaenterrenode3.200...,7,4.0,345.0,3200.0,0
295,409285000,11500,509695,LaFlorida,Hermosaycomodacasa,3,3.0,325.0,325.0,3
296,222437500,6250,277008,Maipú,Ampliacasa-pasajecerrado5d+2baraucomaipu,5,2.0,120.0,242.0,2
297,427080000,12000,531856,Peñalolén,Ampliaycomodacasasectorresidencialpeñalolen,6,4.0,179.0,400.0,2
298,469788000,13200,585041,Peñalolén,Sectorprivilegiadoyexclusivocomunapeñalolen,5,4.0,160.0,505.0,3
299,288279000,8100,359002,Peñalolén,Comodisimacasa4d+3bestac.Bodegapeñalolen,3,3.0,122.0,200.0,3
300,270484000,7600,336842,Peñalolén,Comodisimaypreciosacasa4d+3b3estacionambodega.Peñalolen,4,3.0,110.0,220.0,2
301,306074000,8600,381163,LaFlorida,Preciosacasaventaaltomacul4d+3b,4,3.0,115.0,300.0,3
302,569440000,16000,709141,Peñalolén,Casa4d+3bbodega7estacexclusivosectordepeñalolen,4,3.0,237.0,2002.0,7
